catalog_id	child_asset_type	child_uid	content_date	download_date	lang_id	lang_manual	parent_uid	rel_pos	status_in_corpus	topic	unwrapped_md5	url	version	wrapped_md5
LDC2019E04	.ltf.xml	HC000T6I4	2017-02-12	2017-12-07	rus	rus	IC00163E5	n/a	present	R105	42e71e190524b8623ba0b04c7dcf1cf8	https://www.yaplakal.com/forum2/st/400/topic1546442.html	V1	1931b003a68771d96294cd559015ee0c
LDC2019E04	.jpg.ldcc	IC00162E5	2015-02-20	2018-01-09	n/a	n/a	IC00163E7	6.0	present	R105	527291df3c4a54bc65366819ec52c041	https://warfiles.ru/uploads/posts/2018-01/1515477139_in_article_f5064d69f0.jpg	V1	738f79ca05e3adae3c4cd2de9d14b391
LDC2019E04	.jpg.ldcc	IC00162E0	2015-02-20	2018-01-09	n/a	n/a	IC00163E7	7.0	present	R105	4375538b28b8abfcb55a162efe4c2073	https://warfiles.ru/uploads/posts/2018-01/1515475613_bitva-brest.jpg	V1	aa3f0680de5808634d45d116de4777f7
LDC2019E04	.jpg.ldcc	HC000SVP0	2015-02-20	2017-12-05	n/a	n/a	IC00163E7	1.0	present	R105	5d644ed9751527b01fe7e40f12c0e0f8	http://topwar.ru/uploads/posts/2015-02/1424356751_1424342515027.jpg	V1	9c325665b35802667626d94584392c4b
LDC2019E04	.ltf.xml	HC000T6I3	2015-02-20	2017-12-07	rus	rus	IC00163E7	n/a	present	R105	b4301bb8b64d9cbd0b5c893a081d009f	https://topwar.ru/69410-.html	V1	1f762c16abd936cf8f2bef06bc94ac95
LDC2019E04	.jpg.ldcc	IC00163EF	2015-02-20	2018-01-09	n/a	n/a	IC00163E7	2.0	present	R105	e5972a3ec7f46d4973df260984e2cafe	https://warfiles.ru/uploads/posts/2018-01/1515479881_photo_2018-01-09_09-34-02.jpg	V1	ac88844506cf3b583114f6e9bba7c9b2
LDC2019E04	.jpg.ldcc	IC00163ED	2015-02-20	2018-01-09	n/a	n/a	IC00163E7	4.0	present	R105	cf336291118042a2ad7c89dc8e68c403	https://warfiles.ru/uploads/posts/2018-01/1515478273_cztu_w2weaeyhkg.jpg	V1	e3c44804f6c94c720b388ced5d9cf366
LDC2019E04	.jpg.ldcc	IC00163E9	2015-02-20	2018-01-09	n/a	n/a	IC00163E7	5.0	present	R105	5f7782234ace6ce0d0fdc180fced67aa	https://warfiles.ru/uploads/posts/2018-01/1515477866_ya.jpg	V1	2bb3ee7e6733ebc9c2b5e8484b96ff11
LDC2019E04	.jpg.ldcc	IC00163EA	2015-02-20	2018-01-09	n/a	n/a	IC00163E7	3.0	present	R105	70694a2f15c7f928f8a9867300592b13	https://warfiles.ru/uploads/posts/2018-01/1515479553_815262.jpg	V1	24f37f2fb23db2c762303811d9b89c21
LDC2019E04	.jpg.ldcc	HC000SVPW	2015-02-19	2017-12-05	n/a	n/a	IC00163EZ	10.0	present	R105	5fd69ee017a4ffba313afcdf70331f21	http://www.mk.ru/upload/objects/articles/detailPicture/33/0a/8f/3e1056958_2409957.jpg	V1	825ad9ffd2202692972a6be2b7af6935
LDC2019E04	.ltf.xml	HC000T6I0	2015-02-19	2017-12-07	rus	rus	IC00163EZ	3.0	present	R105	671567a6c8f2d3e8518394d02d825414	http://www.mk.ru/politics/2015/02/19/skolko-ukrainskikh-silovikov-pogiblo-pri-debalcevo-podschety-kieva-i-dnr.html	V1	4cbbbdcdd48f93e39b5464009ff372e4
LDC2019E04	.jpg.ldcc	HC000SVQX	2015-02-16	2017-12-05	n/a	n/a	IC00163G5	2.0	present	R105	149edec59b6ee42413354955415b638e	https://retina.news.mail.ru/prev670x400/pic/54/2a/image21079690_4c2dca807edd98ef12c68d7a28cd2f5a.jpg	V1	b487d7864298bf3ad9ed2476e9786fcf
LDC2019E04	.ltf.xml	HC000T6HY	2015-02-16	2017-12-07	eng,rus	rus	IC00163G5	4.0	present	R105	13864c9f8964bbac20eabc33129ec661	http://dok20580.livejournal.com/1615826.html	V1	c64689e5655f8636ae77cec19a17b306
LDC2019E04	.ltf.xml	HC000T6HX	2015-02-03	2017-12-07	rus	rus	IC00163GH	2.0	present	R105	3fb1d0808cad7ab0f422c163349e1ab6	http://nv.ua/ukraine/rossiya-perebrosila-pod-debalcevo-bolee-treh-tysyach-chelovek-i-tanki-snbo-32564.html	V1	620dc6a93bdc9845c8d59c3c90210e2e
LDC2019E04	.jpg.ldcc	IC00163GI	2015-02-03	2018-01-09	n/a	n/a	IC00163GH	3.0	present	R105	7b3592839d31c86b1cc0d64321dc09f2	https://nv.ua/img/article/325/64_main.jpg	V1	7fc5de9d1b6b181195948b184e9073db
LDC2019E04	.jpg.ldcc	HC000SVRI	2015-02-19	2017-12-05	n/a	n/a	IC00163GK	3.0	present	R105	adc032dfeeae441b5a2f42cab191ca22	http://static.oper.ru/data/site/s4.reutersmedia.net.small.jpg	V1	40acfaa06999a064418faa1b6e97701f
LDC2019E04	.ltf.xml	HC000T6HW	2015-02-19	2017-12-07	rus	rus	IC00163GK	1.0	present	R105	92b594bb54cf631b3f3f221043e11075	https://oper.ru/news/read.php?t=1051614929	V1	0c6f0de2a5eef846cd0d510f1ce9ef28
LDC2019E04	.jpg.ldcc	IC00163GQ	2015-02-19	2018-01-09	n/a	n/a	IC00163GK	5.0	present	R105	26f067301c3753ee0daae64ab066dc70	https://oper.ru/video/thumb/interview_calligraphy.jpg	V1	4cb509d12a79512b4ded23375b9cd668
LDC2019E04	.jpg.ldcc	IC00163GP	2015-02-19	2018-01-09	n/a	n/a	IC00163GK	6.0	present	R105	de5b1532b14272b42aa08956e9b1dc20	https://oper.ru/video/thumb/interview_feelings.jpg	V1	6fb4ecf5f3b56f245c7b2e7fe15f4b2e
LDC2019E04	.jpg.ldcc	IC00163GO	2015-02-19	2018-01-09	n/a	n/a	IC00163GK	7.0	present	R105	d2bc78348d1befdb3634ca6666647c37	https://oper.ru/video/thumb/interview_rehab.jpg	V1	e215ce01c5dc43d3f93cfbcdf58de0da
LDC2019E04	.jpg.ldcc	IC00163GM	2015-02-19	2018-01-09	n/a	n/a	IC00163GK	4.0	present	R105	687af2a83bdb76e796198e1b1980c6c5	https://oper.ru/video/thumb/rogueone.jpg	V1	95bd158eae83501ca690e59248748a70
LDC2019E04	.jpg.ldcc	IC00163GN	2015-02-19	2018-01-09	n/a	n/a	IC00163GK	8.0	present	R105	c26dd0aad3c7cc93c54b092c1ad312ff	https://oper.ru/video/thumb/interview_icon.jpg	V1	1180bb559020dbbb606f8e7420971cdc
LDC2019E04	.jpg.ldcc	HC000SVSK	2015-02-14	2017-12-05	n/a	n/a	IC00163GT	4.0	present	R105	46d8e6996f9a3adc18aeafe11a11e349	https://kor.ill.in.ua/m/190x120/1579926.jpg	V1	20c4ea5d20a7775eb5ec371bb135c658
LDC2019E04	.jpg.ldcc	HC000SVS5	2015-02-14	2017-12-05	n/a	n/a	IC00163GT	10.0	present	R105	486fd1edf91ab8ed04a20e23075b32a2	https://kor.ill.in.ua/m/610x0/1579922.jpg	V1	3856208e96c801a5f4c0c19212f3ab03
LDC2019E04	.jpg.ldcc	HC000SVS3	2015-02-14	2017-12-05	n/a	n/a	IC00163GT	8.0	present	R105	bdc87504c467eadd02451544a2e92e39	https://kor.ill.in.ua/m/610x0/1579923.jpg	V1	5b380fbb6df5475fa416ce50ba6835c0
LDC2019E04	.jpg.ldcc	HC000SVS1	2015-02-14	2017-12-05	n/a	n/a	IC00163GT	6.0	present	R105	7c4697780c7d955a3ac5b0516bba58f1	https://kor.ill.in.ua/m/610x0/1579924.jpg	V1	4943b2f6f89ebac0f7c6ccc1b6e2579c
LDC2019E04	.ltf.xml	HC000T6HU	2015-02-14	2017-12-07	rus	eng,rus	IC00163GT	2.0	present	R105	c749e6d3a7ba7ff835c1149f4fcca9ba	https://korrespondent.net/ukraine/3479436-posol-ssha-pokazal-sputnykovye-foto-voisk-pod-debaltsevo	V1	608410979000686365db000883921319
LDC2019E04	.jpg.ldcc	IC00163HE	2015-02-14	2018-01-09	n/a	n/a	IC00163GT	13.0	present	R105	9c6a46b2701408c13f89c7a00a26dae7	http://kor.ill.in.ua/m/610x0/1579929.jpg	V1	c8131101855557217d425ed1324a57f2
LDC2019E04	.jpg.ldcc	IC00163H6	2015-02-14	2018-01-09	n/a	n/a	IC00163GT	17.0	present	R105	f1a544069ca1e4b6dd793bf05c535e73	https://kor.ill.in.ua/m/140x90/2102107.jpg	V1	106ea0137b3c17ae103dda5cac0535d5
LDC2019E04	.jpg.ldcc	IC00163HC	2015-02-14	2018-01-09	n/a	n/a	IC00163GT	11.0	present	R105	f6600b1f943415859d18ccb1ec1a488c	http://kor.ill.in.ua/m/610x0/1579927.jpg	V1	0be2431d8d77b4af073571e22e941911
LDC2019E04	.jpg.ldcc	IC00163HD	2015-02-14	2018-01-09	n/a	n/a	IC00163GT	12.0	present	R105	df08bc4a2ed30eb9ddb78580697f63d6	http://kor.ill.in.ua/m/610x0/1579928.jpg	V1	6762942031f618a7dcdc62a27ff73658
LDC2019E04	.jpg.ldcc	HC000SVTN	2015-02-23	2017-12-05	n/a	n/a	IC00163I7	8.0	present	R105	78ff8189879ab5078c27690364aa9a4e	https://proua.com.ua/wp-content/uploads/2015/02/1227-300x194.jpg	V1	d7047a838ab646b61a26981177c76e86
LDC2019E04	.jpg.ldcc	HC000SVTM	2015-02-23	2017-12-05	n/a	n/a	IC00163I7	7.0	present	R105	f955bbf7613f807f61918362f0f6d4e0	https://proua.com.ua/wp-content/uploads/2015/02/1227.jpg	V1	5dcd040fbeba02aef98ccbbce24c62df
LDC2019E04	.ltf.xml	HC000T6HQ	2015-02-23	2017-12-07	rus	rus	IC00163I7	2.0	present	R105	d07cae89bc06047f2780e210db116be1	https://proua.com.ua/putin-hochet-vojnu-v-debal-tsevo-rasstr.html	V1	033cbe0c4a3705ac0d0de974ba608f3b
LDC2019E04	.jpg.ldcc	IC00163IP	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	21.0	present	R105	3d349da4582d8ce4ce7a100e19a18326	https://proua.com.ua/wp-content/uploads/2018/01/q8439-238x178.jpg	V1	37853f3927cb8fd578cb9a98f25072ea
LDC2019E04	.jpg.ldcc	IC00163IO	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	20.0	present	R105	01a8cb0382bb80305bb666985b8846bd	https://proua.com.ua/wp-content/uploads/2018/01/q8453-238x178.jpg	V1	a96ade754529bca8214cf43c2cdc6dc5
LDC2019E04	.jpg.ldcc	IC00163IN	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	19.0	present	R105	c8a17ffd8f23ff5c54d905b3573b56cc	https://proua.com.ua/wp-content/uploads/2018/01/q8461-238x178.jpg	V1	81f9a6667f682d9f78bce022d584263a
LDC2019E04	.jpg.ldcc	IC00163IM	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	18.0	present	R105	6429642ebfe3dcde92ac7ea585dc7e7d	https://proua.com.ua/wp-content/uploads/2018/01/q8460-238x178.jpg	V1	a258487668f11bf7f8abf7dd3a167d24
LDC2019E04	.jpg.ldcc	IC00163IL	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	17.0	present	R105	7b51d9210019007ec1f88362c193907b	https://proua.com.ua/wp-content/uploads/2018/01/q8462-238x178.jpg	V1	4ac2de1548703d1a3ad2121810037a8b
LDC2019E04	.jpg.ldcc	IC00163IK	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	16.0	present	R105	32adb9672881aad8bf7c907283126f6e	https://proua.com.ua/wp-content/uploads/2018/01/q8463-238x178.jpg	V1	7df10e509819abe810e9199660b7fd82
LDC2019E04	.jpg.ldcc	IC00163IH	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	13.0	present	R105	4f6b22550f0b9ce648b96db6c983dc77	https://proua.com.ua/wp-content/uploads/2018/01/q8472-238x178.jpg	V1	21e2ed62a303c30a9238410d2d33688f
LDC2019E04	.jpg.ldcc	IC00163IG	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	12.0	present	R105	cc1f5cbc832cba0c64582b5ea6ae6b37	https://proua.com.ua/wp-content/uploads/2018/01/q8482-238x178.jpg	V1	9955f0dbf59eca50b2b561ed5cd4d2cc
LDC2019E04	.jpg.ldcc	IC00163IF	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	11.0	present	R105	23bdce55be2271d1b95abbf2a77f00af	https://proua.com.ua/wp-content/uploads/2018/01/q8486-238x178.jpg	V1	019192f823913398c1f3499609560a71
LDC2019E04	.jpg.ldcc	IC00163IE	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	9.0	present	R105	5564595bd9beae72c5947f0e551d9e70	https://proua.com.ua/wp-content/uploads/2018/01/q8499-238x178.jpg	V1	3aa8190aa99fc6ef8a7c01acd5fe1e7e
LDC2019E04	.jpg.ldcc	IC00163II	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	14.0	present	R105	cb87ce58776bce915b57b715c9b489b3	https://proua.com.ua/wp-content/uploads/2018/01/q8468-238x178.jpg	V1	89e3c4fb2b4fc03b543d7b2121507d5b
LDC2019E04	.jpg.ldcc	IC00163IJ	2015-02-23	2018-01-09	n/a	n/a	IC00163I7	15.0	present	R105	7d7bbe26549a391cb057aa0c410e0baf	https://proua.com.ua/wp-content/uploads/2018/01/q8465-238x178.jpg	V1	af62b59fa98119f9c847c44cf9ad11ae
LDC2019E04	.png.ldcc	HC000SVU4	2015-02-23	2017-12-05	n/a	n/a	IC00163I7	5.0	present	R105	5a919e878183f78e037bc38c2b54ff72	https://proua.com.ua/wp-content/uploads/2016/07/cropped-2-192x192.png	V1	efa640254fbb73fa502fad3c89337321
LDC2019E04	.png.ldcc	HC000SVU5	2015-02-23	2017-12-05	n/a	n/a	IC00163I7	6.0	present	R105	b0f6aa825955a3167117ebeb64309c75	https://proua.com.ua/wp-content/uploads/2016/07/cropped-2-180x180.png	V1	3b1ffeea91ade8d2ac19873c63a820a0
LDC2019E04	.jpg.ldcc	HC000SVUN	2015-09-08	2017-12-05	n/a	n/a	IC00163J5	3.0	present	R105	e3ddca3d03227f79305137155c82f97c	http://uainfo.org/static/img/t/h/thumb__35__500x317.jpg	V1	43aa08e663f8742fb2c7e5d99e75fd7f
LDC2019E04	.ltf.xml	HC000T6HO	2015-09-08	2017-12-07	rus	rus	IC00163J5	1.0	present	R105	1651f37b418ba39f24dcb142a7ba53db	https://newsland.com/community/4765/content/porazhenie-pod-debaltsevo-otrezvilo-putina-eksperty/3678593	V1	4bf4bb59c07f8f2af20889151f97099a
LDC2019E04	.jpg.ldcc	HC000SVUS	2017-05-12	2017-12-05	n/a	n/a	IC00163JB	1.0	present	R105	fa42beb700aa585f8ace83bdd841bef0	http://www.utro.ua/static/img/3/8/383948145_1_234x234.jpg	V1	32be7b596da2f4488b38038928e0dc42
LDC2019E04	.ltf.xml	HC000T6HN	2017-05-12	2017-12-07	rus	rus	IC00163JB	3.0	present	R105	fffd82cf604d56c8f81aebbf15d6eeb7	http://www.utro.ua/ru/proisshestviya/doklad_nemtsova_putin_voyna_pod_debaltsevo_pogibli_70_soldat_rf1431410151	V1	600266784e32bce6537b1de401eb6c07
LDC2019E04	.ltf.xml	HC000ZPM5	2015-03-02	2017-12-21	rus	rus	IC00163KA	n/a	present	R105	d8890946993f73171bc5c4afe2eecdb0	http://novorossy.ru/articles/bitva-za-debaltsevo-itogi	V1	dbb1fd36204686808b859e3ebc6a224b
LDC2019E04	.ltf.xml	HC000T6HL	2015-02-18	2017-12-07	rus	rus	IC00163LS	2.0	present	R105	34a51d970b87089eafda6f5fecac839f	https://www.sb.by/articles/v-debaltsevo-varitsya-voyna.html	V1	2158923b878e0f7961f63923f4d88a1e
LDC2019E04	.ltf.xml	HC000T6F8	2016-07-06	2017-12-07	rus	rus	IC00164CR	n/a	present	R105	007c903ee742b9417994501d5c5a07d4	http://fkiev.com/porazhenie-moskalei-pod-debal-cevo-42079/#axzz4zg4ZFzF0	V1	e0a46f61ece0769b0d1497fbccff0cad
LDC2019E04	.ltf.xml	IC00164DM	2015-02-15	2018-01-09	rus	rus	IC00164DI	n/a	present	R105	0c632bc8e24181d685231f89fdb59f42	https://www.youtube.com/watch?v=BVwmL_TBKeg&t=142s	V1	a0f713467dd4db256eec112868b70e35
LDC2019E04	.jpg.ldcc	HC000SX69	2015-02-15	2017-12-05	n/a	n/a	IC00164DI	1.0	present	R105	5dc7a9f2183e82529806648cd8e760cc	https://i.ytimg.com/vi/BVwmL_TBKeg/maxresdefault.jpg	V1	9c57d804bec25ad8ea9d55b50d664b22
LDC2019E04	.mp4.ldcc	HC0005FX2	2015-02-15	2017-11-14	n/a	n/a	IC00164DI	n/a	present	R105	58ccf656452915f195ae3047b68bc191	https://www.youtube.com/watch?v=BVwmL_TBKeg	V1	410f363704f97dc368b585ed58bb16a4
LDC2019E04	.ltf.xml	HC000T6F3	2015-02-18	2017-12-07	rus	rus	IC00164DP	3.0	present	R105	4799f5c7c65758dffe9f38904ba3876a	http://www.planetoday.ru/evrosouz-obvinil-opolchencev-v-iavnom-naryshenii-peremiriia-v-debalcevo/	V1	46d1a2c96bcdb3f4345288bb97e61989
LDC2019E04	.jpg.ldcc	IC00164E5	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	10.0	present	R105	ed76d86ad54460d7b865e2d2f7f18cd5	http://www.planetoday.ru/wp-content/uploads/2018/01/6c2e24043e541496e7d2d42056a7ebc1-218x150.jpg	V1	936886f2ab7666da5af00626f9563e48
LDC2019E04	.jpg.ldcc	IC00164E4	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	9.0	present	R105	717c60a4a20137a6104c3fa2d565f8a8	http://www.planetoday.ru/wp-content/uploads/2018/01/ab65196402a07780e91413f1a88349ce-218x150.jpg	V1	97a6f7aae011467ae6fb232d51400b93
LDC2019E04	.jpg.ldcc	IC00164E3	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	8.0	present	R105	e9a149714cd39a34c9cf3ddc89ec5b88	http://www.planetoday.ru/wp-content/uploads/2018/01/a82301f01da46bccccdedc77a5823433-218x150.jpg	V1	85e967a8c88b875ae44829d2a584d814
LDC2019E04	.jpg.ldcc	IC00164E2	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	7.0	present	R105	c8d8ead9a2204be72a0d97b714e9492b	http://www.planetoday.ru/wp-content/uploads/2018/01/edc38d6adda745f4f13372883ca596a4-218x150.jpg	V1	1802a78837e453b9504423055ff0ad2c
LDC2019E04	.jpg.ldcc	IC00164E1	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	6.0	present	R105	be92893a49bbc7b1f36937645ed1a37a	http://www.planetoday.ru/wp-content/uploads/2018/01/a51c171294f098fb9fd84247c395bd93-218x150.jpg	V1	bc1a129266cc1d1b055d48644812878d
LDC2019E04	.jpg.ldcc	IC00164E0	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	5.0	present	R105	f895903a7600bfc602022926f6358064	http://www.planetoday.ru/wp-content/uploads/2018/01/fb0dea55052d3b52e5d634ae0e69d525-218x150.jpg	V1	eafddaef0289e72f6f89b6e97e27a512
LDC2019E04	.jpg.ldcc	IC00164DU	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	13.0	present	R105	bdd9c3b6366c807781caf06189e4651f	http://www.planetoday.ru/wp-content/uploads/2016/03/97f324396f66e5e4a165bf14026ebf63.jpg	V1	165aa0e9087fe8439b789f7a45a58e1e
LDC2019E04	.jpg.ldcc	IC00164DS	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	12.0	present	R105	206c4df9aa2c0280e8f404db1936fea8	http://www.planetoday.ru/wp-content/uploads/2015/10/101915_0858_1.jpg	V1	9c771f4932d5d5fb1f172861b4c979d2
LDC2019E04	.jpg.ldcc	IC00164DR	2015-02-18	2018-01-09	n/a	n/a	IC00164DP	11.0	present	R105	5b2c17dcb390b19c1fea68cc56acb74e	http://www.planetoday.ru/wp-content/uploads/2015/06/esah206.jpg	V1	7a40c0598fd9ca1fc6b4c94843d8ea02
LDC2019E04	.jpg.ldcc	HC000SX6D	2015-02-18	2017-12-05	n/a	n/a	IC00164DP	1.0	present	R105	0dedca1fa020fee00abf9b33dd54902d	http://www.planetoday.ru/wp-content/uploads/2015/02/02946f81caf4769f27d7d3ca08da064c.jpg	V1	ea532824e03ef6d7babd873437ae32d9
LDC2019E04	.jpg.ldcc	HC000SX6I	2015-02-18	2017-12-05	n/a	n/a	IC00164DP	14.0	present	R105	a6167a387c380e869e938fe7f8cde77f	http://www.planetoday.ru/wp-content/uploads/2015/06/b36935ac0f6d1f5ecfa035d8136f9e70.jpg	V1	5c1c7c03d693b9f9f4a8c8a3bdd53bc0
LDC2019E04	.jpg.ldcc	HC000SX6J	2015-02-18	2017-12-05	n/a	n/a	IC00164DP	15.0	present	R105	565160bbbfff6542fca852627a158d3f	http://www.planetoday.ru/wp-content/uploads/2015/02/de-fakto-kiev-uzhe-priznal-nezav.jpg	V1	a7112da65e634c1437f64f93dd863dc4
LDC2019E04	.ltf.xml	HC000T6F2	2017-12-07	2017-12-07	rus	rus	IC00164EE	2.0	present	R105	a579b1d179659328937637fb71ba897d	http://militariorg.ucoz.ru/publ/novorossija/o_peremirii_ukrainskie_voennye_v_debalcevo_uznajut_ot_opolchencev/18-1-0-45495	V1	00d941d274b0b485255e442775e804b9
LDC2019E04	.jpg.ldcc	HC000SX75	2017-12-07	2017-12-05	n/a	n/a	IC00164EE	5.0	present	R105	2f1c1f4033ae7f249884198e9b4a97db	http://militariorg.ucoz.ru/1e9d4c7d62f854c84497ecafc981806a.jpg	V1	671e84d408e07c20f23c285d6a217b29
LDC2019E04	.jpg.ldcc	HC000SX9M	2015-02-16	2017-12-05	n/a	n/a	IC00164GJ	4.0	present	R105	92f8d5ffe6087d6a465cc9c9c4a34b16	https://s0.rbk.ru/v6_top_pics/resized/1180xH/media/img/8/15/754241049134158.jpg	V1	09890252edb46a6aa5b477e35f3816a9
LDC2019E04	.jpg.ldcc	HC000SX9L	2015-02-16	2017-12-05	n/a	n/a	IC00164GJ	5.0	present	R105	49d1081b554e9cab793e6d5e9777043f	https://s0.rbk.ru/v6_top_pics/media/img/8/15/754241049134158.jpg	V1	e373c921d02ea4411e86e1756b2e647e
LDC2019E04	.ltf.xml	HC000T6EY	2015-02-16	2017-12-07	rus	rus	IC00164GJ	2.0	present	R105	ca6f903b6448187400d87f46854da3c1	https://www.rbc.ru/politics/16/02/2015/54e1e72e9a79476e54f58cee	V1	1f46028064454e695210cabea35bdd99
LDC2019E04	.jpg.ldcc	HC000SXD8	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	11.0	present	R105	4934b9fb84cabd929414f3280af9e4ff	http://media.canal3.md/image/201705/medium/leningrad_grup_660x416_650x410_57173900.jpg	V1	e806b17682076e8ede48816745881def
LDC2019E04	.jpg.ldcc	HC000SXD5	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	12.0	present	R105	53ce98f3d6161f40aadcd49903a164ef	http://media.canal3.md/image/201705/medium/20151006-leningr-7_74587200.jpg	V1	aa53092fb41d4d48571818953a961e02
LDC2019E04	.jpg.ldcc	HC000SXD4	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	15.0	present	R105	d9220c163e07576a47b2550d348311af	http://media.canal3.md/image/201708/medium/iulia-semichina-8_30152000.jpg	V1	aa14b5acafdaa6d9b41afda0eb7c6dbf
LDC2019E04	.jpg.ldcc	HC000SXD2	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	14.0	present	R105	83c1515428c0da1c1d4ae5f012352cd3	http://media.canal3.md/image/201705/medium/leningrad-trupa_33207700.jpg	V1	87411aa6459f3a4ea71ddc96e15a9532
LDC2019E04	.jpg.ldcc	HC000SXCX	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	13.0	present	R105	d545bd182eaf050bc5d0d9c9001bea81	http://media.canal3.md/image/201705/medium/fa7dd1a356_68768000.jpg	V1	5368dbd14d9a37e7d70e2527963a1e93
LDC2019E04	.jpg.ldcc	HC000SXCW	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	10.0	present	R105	00a7276e01a20c04a4a7bba439031d5b	http://media.canal3.md/image/201706/medium/capture_44061400.jpg	V1	9ad8a5e1ee2913c5cdbb9bc8d3e4452a
LDC2019E04	.jpg.ldcc	HC000SXCV	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	5.0	present	R105	4916fe50af8641bc0cad7f027296da9e	http://media.canal3.md/image/201502/full/700ukr_75929200.jpg	V1	d5fa1d9d3cf5bdb2bcf55f428353dc31
LDC2019E04	.jpg.ldcc	HC000SXCU	2015-02-17	2017-12-05	n/a	n/a	IC00164JU	9.0	present	R105	6803c8183628e614ce75c8874c0041f4	http://media.canal3.md/image/201706/medium/fff_18777600.jpg	V1	6313e77567cc5fea35668f87ba370404
LDC2019E04	.ltf.xml	HC000T6EU	2015-02-17	2017-12-07	rus	rus	IC00164JU	3.0	present	R105	85a43bda0ebe2010f03d6c2c6984c3da	http://www.canal3.md/ru/boi-za-debalcevo-ne-prekrashhayutsya-nes_6815.html	V1	4b799278a5e2a49c667bdc1b6643625f
LDC2019E04	.jpg.ldcc	IC00164KB	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	6.0	present	R105	9ed0f8a40f12858f8b448faa53d28079	https://media.publika.md/ru/image/201801/w460/24312737_154091048548081_4684289148053896967_n_03915400_53208300_94017500.jpg	V1	e6b57c71ee85a288225c6f4e6d71a6ca
LDC2019E04	.jpg.ldcc	IC00164KA	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	7.0	present	R105	97f95c8ae77f628b7756a23781f8a189	https://media.publika.md/ru/image/201801/w460/b_8e7b436a9ae81292a45d9a4e8f0aa9a2_29267700.jpg	V1	87d095268dd7e2c1e9020bab6abca36f
LDC2019E04	.jpg.ldcc	IC00164K8	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	17.0	present	R105	e46c2c433d0a3a9e4992987ba42ebbf1	http://media.canal3.md/image/201611/small/pom_de_craciun_88420500_71350300.jpg	V1	d31a9f5f91eab0f43bc7212f474f00ef
LDC2019E04	.jpg.ldcc	IC00164K7	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	19.0	present	R105	83b6d1ddb35d3d6fbb27328d7e6645d9	http://media.canal3.md/image/201612/small/brad-craciun-globuri-1_47219900.jpg	V1	f01ec471071b8f3ecab3f51f7c21d586
LDC2019E04	.jpg.ldcc	IC00164K3	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	8.0	present	R105	5ef427ed3900ad0652f03d7637713c85	https://media.publika.md/ru/image/201801/w460/xw_1492093_35759400.jpg	V1	a45aa2288e711cb5fd224f3c3c09e304
LDC2019E04	.jpg.ldcc	IC00164K1	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	16.0	present	R105	125731851abf7bcb5f7ed67ffa97b60c	http://media.canal3.md/image/201512/small/rastwo140106_73577400.jpg	V1	f58ebe5cdee2cfe79ab9a9468f44f7ca
LDC2019E04	.jpg.ldcc	IC00164K2	2015-02-17	2018-01-09	n/a	n/a	IC00164JU	18.0	present	R105	4a6f2987109b861d034d68e3008c8fe8	http://media.canal3.md/image/201612/small/main_58293700_60030200.jpg	V1	40f072f992cbdcafed89fb3edb024949
LDC2019E04	.ltf.xml	HC000T6ET	2015-02-18	2017-12-07	rus	rus	IC00164KK	2.0	present	R105	37402d21cc113984cdc9e6e0176ed4a8	http://nv.ua/ukraine/poyavilis-novye-dokazatelstva-uchastiya-oficerov-vs-rf-v-boyah-za-debalcevo-35157.html	V1	fdf85057ac4afd4daba979e9ef67ddd8
